epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
162,8869.59,0.65305,0.39326,0.84939,0.74846,0.59636,0.59877,0.51601,1.27372,1.25094,1.13604,0.0020305,0.0020305,0.0020305
163,8924.39,0.64782,0.38742,0.8476,0.74946,0.60159,0.59845,0.51967,1.2753,1.26255,1.13526,0.001981,0.001981,0.001981
164,8978.01,0.65032,0.38443,0.84745,0.73076,0.60583,0.59679,0.51789,1.27556,1.25814,1.13677,0.0019315,0.0019315,0.0019315
165,9031.64,0.62947,0.37834,0.83981,0.72728,0.60679,0.59763,0.51755,1.27522,1.25255,1.13873,0.001882,0.001882,0.001882
166,9086.41,0.63614,0.37626,0.84107,0.73078,0.60646,0.60268,0.52068,1.27368,1.26178,1.13992,0.0018325,0.0018325,0.0018325
167,9139.96,0.63291,0.37331,0.84306,0.74712,0.59856,0.60507,0.523,1.27192,1.27575,1.14039,0.001783,0.001783,0.001783
168,9193.25,0.62865,0.37122,0.84161,0.74939,0.59904,0.60602,0.52197,1.27041,1.27658,1.14041,0.0017335,0.0017335,0.0017335
169,9246.57,0.62777,0.36885,0.84531,0.74598,0.59917,0.60461,0.52514,1.26994,1.27834,1.14231,0.001684,0.001684,0.001684
170,9301.11,0.61542,0.36137,0.84076,0.75957,0.59045,0.60806,0.52911,1.26814,1.27086,1.14191,0.0016345,0.0016345,0.0016345
171,9355.12,0.61342,0.36358,0.83904,0.74109,0.60559,0.61066,0.53528,1.2681,1.27138,1.14026,0.001585,0.001585,0.001585
172,9409.08,0.61298,0.36111,0.83844,0.74162,0.5993,0.60697,0.53145,1.26402,1.26442,1.13822,0.0015355,0.0015355,0.0015355
173,9463.57,0.61718,0.36757,0.84068,0.7383,0.60013,0.60448,0.52958,1.26423,1.26953,1.13803,0.001486,0.001486,0.001486
174,9516.77,0.61099,0.36111,0.83801,0.73092,0.60767,0.61304,0.53578,1.26404,1.26604,1.13862,0.0014365,0.0014365,0.0014365
175,9571.46,0.61448,0.36198,0.83755,0.72185,0.61752,0.61726,0.5392,1.26418,1.26104,1.13833,0.001387,0.001387,0.001387
